,card,merchant,category,amount,transaction_date
5893-8742-1810-1365#2023-08-12T03:25:53.323Z,5893-8742-1810-1365,"Torp, Wilderman and Stiedemann",Online Retail,1396.00,2023-08-12T03:25:53.323Z
6011-6278-4504-9563-7012#2023-03-02T11:44:33.899Z,6011-6278-4504-9563-7012,Doyle - Kautzer,Online Retail,1441.00,2023-03-02T11:44:33.899Z
3780-939359-99549#2023-02-15T14:51:35.183Z,3780-939359-99549,Howe - Bergnaum,Transportation,2775.00,2023-02-15T14:51:35.183Z
6759-0396-5532-3919-51#2023-06-24T03:07:04.822Z,6759-0396-5532-3919-51,Monahan - Oberbrunner,Groceries,186.00,2023-06-24T03:07:04.822Z
3794-455398-15167#2023-12-29T05:48:13.981Z,3794-455398-15167,"Tillman, Wolff and Feest",Groceries,2039.00,2023-12-29T05:48:13.981Z
5428-4080-8676-3461#2023-11-09T01:20:58.393Z,5428-4080-8676-3461,Feest - Goyette,Groceries,1953.00,2023-11-09T01:20:58.393Z
6763-6020-3709-6093#2023-11-13T13:07:05.319Z,6763-6020-3709-6093,"West, Leannon and Aufderhar",Food & Drink,820.00,2023-11-13T13:07:05.319Z
6011-4590-9570-2843#2023-06-08T22:13:43.863Z,6011-4590-9570-2843,Gutkowski LLC,Online Retail,960.00,2023-06-08T22:13:43.863Z
5255-3998-7049-1492#2023-05-24T04:17:13.087Z,5255-3998-7049-1492,Mayer Group,Groceries,237.00,2023-05-24T04:17:13.087Z
6767-2352-8520-7181-18#2023-04-04T11:16:34.776Z,6767-2352-8520-7181-18,Reichel - Ondricka,Food & Drink,2121.00,2023-04-04T11:16:34.776Z
6771-8910-4597-6103#2023-05-09T23:49:51.750Z,6771-8910-4597-6103,"Skiles, Blanda and Marquardt",Groceries,2046.00,2023-05-09T23:49:51.750Z
3529-7489-2548-9205#2023-05-01T00:23:42.738Z,3529-7489-2548-9205,McGlynn Group,Fashion,1112.00,2023-05-01T00:23:42.738Z
6759-1410-2090-8367-439#2023-08-11T10:33:53.399Z,6759-1410-2090-8367-439,Daniel and Sons,Transportation,2026.00,2023-08-11T10:33:53.399Z
6771330779630403228#2023-12-15T05:44:03.443Z,6771330779630403228,Stamm Inc,Food & Drink,983.00,2023-12-15T05:44:03.443Z
5018-3716-4560-6249#2023-08-31T12:04:49.481Z,5018-3716-4560-6249,Blanda - Goodwin,Food & Drink,2060.00,2023-08-31T12:04:49.481Z
3448-194299-19903#2023-08-21T18:45:32.060Z,3448-194299-19903,Schuster and Sons,Groceries,2812.00,2023-08-21T18:45:32.060Z
6759-9860-3896-5208-91#2023-08-12T11:57:53.423Z,6759-9860-3896-5208-91,Hilpert Group,Online Retail,2551.00,2023-08-12T11:57:53.423Z
6759-2481-7177-6912#2023-04-03T16:00:56.659Z,6759-2481-7177-6912,Cummings LLC,Groceries,151.00,2023-04-03T16:00:56.659Z
3602-257904-2013#2023-03-16T09:30:22.397Z,3602-257904-2013,Schmeler Inc,Groceries,1155.00,2023-03-16T09:30:22.397Z
6387-1572-2702-5184#2023-02-03T21:59:52.407Z,6387-1572-2702-5184,"Stanton, Kovacek and Maggio",Groceries,567.00,2023-02-03T21:59:52.407Z
6386-4987-3992-2018#2023-06-04T22:10:34.262Z,6386-4987-3992-2018,Prosacco and Sons,Groceries,166.00,2023-06-04T22:10:34.262Z
6371-1428-9712-0554#2023-01-10T05:50:53.179Z,6371-1428-9712-0554,Torphy Group,Online Retail,730.00,2023-01-10T05:50:53.179Z
6709805007979696#2023-06-14T18:41:37.880Z,6709805007979696,Jaskolski - Upton,Groceries,1885.00,2023-06-14T18:41:37.880Z
3529-7489-2548-9205#2023-07-02T11:52:06.932Z,3529-7489-2548-9205,Hickle and Sons,Groceries,665.00,2023-07-02T11:52:06.932Z
5467-3996-3786-6931#2023-01-31T16:57:41.543Z,5467-3996-3786-6931,Smith Group,Food & Drink,2830.00,2023-01-31T16:57:41.543Z
5401-4599-9049-9560#2023-07-21T01:33:04.156Z,5401-4599-9049-9560,Heathcote LLC,Transportation,855.00,2023-07-21T01:33:04.156Z
3554-9912-2728-9463#2023-09-24T23:14:20.739Z,3554-9912-2728-9463,Shields - D'Amore,Online Retail,407.00,2023-09-24T23:14:20.739Z
6376-0415-8058-7787#2023-08-03T21:21:36.494Z,6376-0415-8058-7787,Treutel - Schmeler,Fashion,1701.00,2023-08-03T21:21:36.494Z
6709530613057261#2023-10-31T21:39:41.601Z,6709530613057261,Farrell Inc,Fashion,1977.00,2023-10-31T21:39:41.601Z
6762-5857-0951-4272#2023-05-20T13:21:15.266Z,6762-5857-0951-4272,"Ziemann, Rosenbaum and Huel",Groceries,893.00,2023-05-20T13:21:15.266Z
3529-8408-2208-1985#2023-02-01T08:08:34.224Z,3529-8408-2208-1985,Mann and Sons,Online Retail,1403.00,2023-02-01T08:08:34.224Z
6011-4590-9570-2843#2023-05-09T21:17:01.628Z,6011-4590-9570-2843,"Howe, Willms and Daugherty",Fashion,2387.00,2023-05-09T21:17:01.628Z
6767-9682-1221-7145-134#2023-06-01T07:22:02.897Z,6767-9682-1221-7145-134,Gibson Inc,Food & Drink,2543.00,2023-06-01T07:22:02.897Z
5893192514502990#2023-12-19T16:19:29.964Z,5893192514502990,Quitzon - Rutherford,Food & Drink,875.00,2023-12-19T16:19:29.964Z
6011-7008-6450-7032#2023-02-04T15:32:11.889Z,6011-7008-6450-7032,Weimann and Sons,Online Retail,1465.00,2023-02-04T15:32:11.889Z
58930269903656250099#2023-03-21T08:38:40.663Z,58930269903656250099,Lubowitz - O'Keefe,Groceries,2617.00,2023-03-21T08:38:40.663Z
6771-8982-3882-2622#2023-03-18T01:12:08.065Z,6771-8982-3882-2622,Ward - Reichert,Transportation,1424.00,2023-03-18T01:12:08.065Z
6397-9790-9559-8531#2023-10-22T21:02:25.392Z,6397-9790-9559-8531,Bosco - Nitzsche,Groceries,2957.00,2023-10-22T21:02:25.392Z
6706421968726697#2023-10-11T16:50:03.182Z,6706421968726697,Howell Inc,Fashion,1612.00,2023-10-11T16:50:03.182Z
6304666193870939442#2023-11-16T13:13:09.565Z,6304666193870939442,Kautzer - Toy,Online Retail,1431.00,2023-11-16T13:13:09.565Z
5374-0478-1472-5154#2023-10-21T10:22:19.754Z,5374-0478-1472-5154,Schiller and Sons,Online Retail,2181.00,2023-10-21T10:22:19.754Z
5038-3031-1853-1956#2023-05-29T18:58:08.826Z,5038-3031-1853-1956,Witting and Sons,Transportation,1610.00,2023-05-29T18:58:08.826Z
5893-7370-9013-3907#2023-05-20T11:55:27.898Z,5893-7370-9013-3907,Morar LLC,Fashion,2979.00,2023-05-20T11:55:27.898Z
6706421968726697#2023-01-03T14:06:02.879Z,6706421968726697,Collier and Sons,Groceries,920.00,2023-01-03T14:06:02.879Z
3039-789730-1754#2023-09-19T04:56:35.992Z,3039-789730-1754,Hintz - Littel,Transportation,2057.00,2023-09-19T04:56:35.992Z
6706922210349732038#2023-04-10T17:20:38.449Z,6706922210349732038,"Nikolaus, O'Reilly and Brekke",Transportation,1345.00,2023-04-10T17:20:38.449Z
3528-9537-1220-8682#2023-08-11T18:57:30.127Z,3528-9537-1220-8682,Effertz - Herman,Online Retail,1666.00,2023-08-11T18:57:30.127Z
6759-0967-9138-0495-09#2023-04-25T15:55:06.761Z,6759-0967-9138-0495-09,"Deckow, Hettinger and Boyle",Transportation,1396.00,2023-04-25T15:55:06.761Z
6759-3474-8277-8441#2023-06-02T08:21:54.397Z,6759-3474-8277-8441,Beer Group,Transportation,2107.00,2023-06-02T08:21:54.397Z
6470-3666-5284-6513#2023-07-17T17:50:42.997Z,6470-3666-5284-6513,Bins and Sons,Food & Drink,1862.00,2023-07-17T17:50:42.997Z
6759-6062-8650-1615-833#2023-06-12T04:29:57.166Z,6759-6062-8650-1615-833,Erdman - Ziemann,Transportation,1796.00,2023-06-12T04:29:57.166Z
5168-6992-2520-9226#2023-11-16T00:41:27.113Z,5168-6992-2520-9226,"Erdman, Veum and Fahey",Online Retail,2310.00,2023-11-16T00:41:27.113Z
6767-9497-1207-0571-09#2023-04-03T15:30:00.599Z,6767-9497-1207-0571-09,"Murray, Leuschke and Jerde",Online Retail,1465.00,2023-04-03T15:30:00.599Z
501806515453327173#2023-07-12T05:41:24.529Z,501806515453327173,"Oberbrunner, Abernathy and Sawayn",Online Retail,329.00,2023-07-12T05:41:24.529Z
6759-7884-5329-1359-95#2023-10-15T03:14:53.469Z,6759-7884-5329-1359-95,Botsford - Schiller,Transportation,2762.00,2023-10-15T03:14:53.469Z
670960033843425298#2023-04-11T09:26:02.675Z,670960033843425298,Wuckert Inc,Groceries,301.00,2023-04-11T09:26:02.675Z
3528-4236-9627-2419#2023-03-22T14:58:55.711Z,3528-4236-9627-2419,Dooley Inc,Food & Drink,2192.00,2023-03-22T14:58:55.711Z
4558-4127-1617-1868#2023-01-29T08:28:34.782Z,4558-4127-1617-1868,Blick - Kerluke,Online Retail,1775.00,2023-01-29T08:28:34.782Z
3634-096924-8481#2023-10-21T16:22:44.714Z,3634-096924-8481,Gerhold Inc,Transportation,1827.00,2023-10-21T16:22:44.714Z
3608-775480-1855#2023-09-04T19:59:31.819Z,3608-775480-1855,"Ruecker, Rath and Wintheiser",Groceries,1208.00,2023-09-04T19:59:31.819Z
5038-9433-5051-6353#2023-02-21T11:05:53.020Z,5038-9433-5051-6353,Pfeffer LLC,Groceries,202.00,2023-02-21T11:05:53.020Z
6709370149228804313#2023-07-14T19:04:49.426Z,6709370149228804313,"Jerde, Padberg and Harris",Groceries,1850.00,2023-07-14T19:04:49.426Z
6771284521776355#2023-01-11T14:42:30.143Z,6771284521776355,"Thompson, Weimann and Kuhn",Online Retail,437.00,2023-01-11T14:42:30.143Z
4668713625879#2023-07-23T13:39:02.188Z,4668713625879,Schowalter LLC,Online Retail,2459.00,2023-07-23T13:39:02.188Z
4899908767107#2023-11-04T17:38:38.989Z,4899908767107,Langworth - Lindgren,Food & Drink,1297.00,2023-11-04T17:38:38.989Z
4426-9016-5998-7801#2023-08-28T03:31:34.678Z,4426-9016-5998-7801,Blanda - Schimmel,Transportation,1335.00,2023-08-28T03:31:34.678Z
6385-8794-7041-5778#2023-07-17T08:04:21.493Z,6385-8794-7041-5778,Lang - Crist,Groceries,2609.00,2023-07-17T08:04:21.493Z
5419-7414-3346-0089#2023-05-03T03:32:01.670Z,5419-7414-3346-0089,Douglas - Kuvalis,Fashion,2835.00,2023-05-03T03:32:01.670Z
4763457954195#2023-02-04T11:17:44.474Z,4763457954195,"Kshlerin, Walker and Hane",Online Retail,45.00,2023-02-04T11:17:44.474Z
630448469154608799#2023-10-11T12:52:01.762Z,630448469154608799,Hoeger - Wisoky,Food & Drink,1617.00,2023-10-11T12:52:01.762Z
6011-1295-7947-5154#2023-09-15T11:32:10.720Z,6011-1295-7947-5154,Muller LLC,Transportation,1438.00,2023-09-15T11:32:10.720Z
6767-6608-3556-7600-430#2023-09-02T02:55:11.008Z,6767-6608-3556-7600-430,Jones LLC,Transportation,1845.00,2023-09-02T02:55:11.008Z
3529-7912-7989-7797#2023-01-13T05:07:17.349Z,3529-7912-7989-7797,Watsica Inc,Groceries,725.00,2023-01-13T05:07:17.349Z
3528-8176-3076-2577#2023-03-18T16:45:17.244Z,3528-8176-3076-2577,"Cummings, Waters and Barrows",Online Retail,2695.00,2023-03-18T16:45:17.244Z
5255-3998-7049-1492#2023-10-11T04:52:45.354Z,5255-3998-7049-1492,"Wiza, Schuppe and Casper",Transportation,2895.00,2023-10-11T04:52:45.354Z
6599-6210-6089-2343-4093#2023-12-15T01:11:50.893Z,6599-6210-6089-2343-4093,Cummerata LLC,Fashion,359.00,2023-12-15T01:11:50.893Z
3724-832464-71534#2023-04-30T08:02:23.498Z,3724-832464-71534,"Stanton, O'Kon and Wiza",Fashion,2800.00,2023-04-30T08:02:23.498Z
6771-8905-8783-3342#2023-04-03T13:54:14.212Z,6771-8905-8783-3342,Thompson Group,Fashion,218.00,2023-04-03T13:54:14.212Z
6759-8551-5858-7695-37#2023-11-17T06:24:58.827Z,6759-8551-5858-7695-37,"Armstrong, Schmitt and Mann",Transportation,1806.00,2023-11-17T06:24:58.827Z
6478-3830-0385-2019#2023-03-05T19:28:29.730Z,6478-3830-0385-2019,Brakus - Reinger,Food & Drink,1786.00,2023-03-05T19:28:29.730Z
5018-4192-6631-9863#2023-10-02T01:57:14.574Z,5018-4192-6631-9863,Turner - Bechtelar,Transportation,1794.00,2023-10-02T01:57:14.574Z
6573-4455-4393-7537#2023-11-07T07:17:48.839Z,6573-4455-4393-7537,Schultz - Lynch,Food & Drink,1435.00,2023-11-07T07:17:48.839Z
4639-5280-2262-3756#2023-04-07T06:27:17.817Z,4639-5280-2262-3756,Jacobs - Mraz,Online Retail,377.00,2023-04-07T06:27:17.817Z
4694827194065#2023-02-16T09:53:21.069Z,4694827194065,"Leffler, Kuvalis and Kuhn",Food & Drink,2094.00,2023-02-16T09:53:21.069Z
6771-8968-9422-0156#2023-02-22T16:42:23.453Z,6771-8968-9422-0156,"Stokes, Ryan and Murphy",Fashion,2041.00,2023-02-22T16:42:23.453Z
6304-4196-3892-1850#2023-07-14T15:38:03.706Z,6304-4196-3892-1850,Ledner - Corkery,Groceries,790.00,2023-07-14T15:38:03.706Z
6371-1428-9712-0554#2023-10-12T22:23:54.857Z,6371-1428-9712-0554,Braun LLC,Food & Drink,2884.00,2023-10-12T22:23:54.857Z
3042-908896-6895#2023-03-08T22:53:52.984Z,3042-908896-6895,Klocko Inc,Groceries,1920.00,2023-03-08T22:53:52.984Z
6767-3823-1758-1280#2023-11-15T19:48:00.043Z,6767-3823-1758-1280,"Schmitt, Schaefer and Langworth",Fashion,1028.00,2023-11-15T19:48:00.043Z
4899908767107#2023-06-11T09:34:49.906Z,4899908767107,Mann Inc,Transportation,1843.00,2023-06-11T09:34:49.906Z
6385-8794-7041-5778#2023-11-13T22:56:51.800Z,6385-8794-7041-5778,Dibbert Group,Transportation,2550.00,2023-11-13T22:56:51.800Z
6767-5889-6453-2243-487#2023-07-21T01:26:04.654Z,6767-5889-6453-2243-487,Koelpin LLC,Fashion,385.00,2023-07-21T01:26:04.654Z
6759-0716-0516-3782#2023-05-01T17:40:25.409Z,6759-0716-0516-3782,Beier - Nicolas,Groceries,1907.00,2023-05-01T17:40:25.409Z
6453-6220-7537-0080-9423#2023-11-06T00:37:02.912Z,6453-6220-7537-0080-9423,Conroy - McClure,Transportation,1404.00,2023-11-06T00:37:02.912Z
502083055313967498#2023-03-16T14:38:27.280Z,502083055313967498,"Gislason, Koepp and Herzog",Food & Drink,1185.00,2023-03-16T14:38:27.280Z
5416-6863-7694-8702#2023-11-21T09:00:56.353Z,5416-6863-7694-8702,"Armstrong, Parisian and Cole",Groceries,10.00,2023-11-21T09:00:56.353Z
6496-1043-2885-8186#2023-01-03T01:53:58.275Z,6496-1043-2885-8186,Becker and Sons,Fashion,2539.00,2023-01-03T01:53:58.275Z
6709515466790787#2023-07-23T23:34:41.083Z,6709515466790787,Gerlach - Koss,Online Retail,1541.00,2023-07-23T23:34:41.083Z
5447-3207-2016-6471#2023-12-01T09:27:58.527Z,5447-3207-2016-6471,"Kemmer, Kuphal and Watsica",Food & Drink,297.00,2023-12-01T09:27:58.527Z
6397-1097-1823-8402#2023-09-10T21:46:04.585Z,6397-1097-1823-8402,Wisoky - Glover,Groceries,2424.00,2023-09-10T21:46:04.585Z
3608-775480-1855#2023-04-17T07:42:39.257Z,3608-775480-1855,Dickinson - Dietrich,Online Retail,604.00,2023-04-17T07:42:39.257Z
6011-6226-7249-3630-9495#2023-12-14T08:41:15.295Z,6011-6226-7249-3630-9495,Runte Inc,Online Retail,1479.00,2023-12-14T08:41:15.295Z
3420-865806-85671#2023-01-08T08:39:55.868Z,3420-865806-85671,Waelchi Inc,Groceries,957.00,2023-01-08T08:39:55.868Z
6771-8940-5543-5572#2023-09-02T08:52:48.981Z,6771-8940-5543-5572,Luettgen - Graham,Food & Drink,813.00,2023-09-02T08:52:48.981Z
5507-5942-8349-9662#2023-11-09T06:07:28.180Z,5507-5942-8349-9662,Hegmann - Lakin,Fashion,1946.00,2023-11-09T06:07:28.180Z
67631336246736148#2023-12-20T03:48:44.064Z,67631336246736148,Ryan - Sipes,Fashion,854.00,2023-12-20T03:48:44.064Z
67596257177572885153#2023-04-20T22:29:31.887Z,67596257177572885153,Gerlach Inc,Food & Drink,1406.00,2023-04-20T22:29:31.887Z
3528-1030-0508-4271#2023-06-11T23:44:42.353Z,3528-1030-0508-4271,McCullough LLC,Groceries,82.00,2023-06-11T23:44:42.353Z
5168-6992-2520-9226#2023-03-05T01:37:34.991Z,5168-6992-2520-9226,Mante - Kuphal,Fashion,1156.00,2023-03-05T01:37:34.991Z
6767-4288-1718-4486-68#2023-09-22T07:32:15.744Z,6767-4288-1718-4486-68,Labadie Group,Transportation,1537.00,2023-09-22T07:32:15.744Z
5280-6430-4588-2153#2023-09-27T11:16:44.590Z,5280-6430-4588-2153,Gleason LLC,Transportation,1879.00,2023-09-27T11:16:44.590Z
6759-0727-0331-7312#2023-01-01T08:06:58.145Z,6759-0727-0331-7312,Herzog Group,Online Retail,584.00,2023-01-01T08:06:58.145Z
4110813261255#2023-10-17T23:12:20.401Z,4110813261255,Wilderman - Brekke,Transportation,1254.00,2023-10-17T23:12:20.401Z
6759-3048-6372-7853-73#2023-09-14T20:53:42.422Z,6759-3048-6372-7853-73,"Douglas, Abbott and Walter",Online Retail,2890.00,2023-09-14T20:53:42.422Z
6451-6203-0232-3515-8255#2023-02-02T06:32:46.397Z,6451-6203-0232-3515-8255,"Willms, Sauer and Gorczany",Groceries,2698.00,2023-02-02T06:32:46.397Z
6759-9088-3698-9306-225#2023-02-17T06:51:54.338Z,6759-9088-3698-9306-225,Wilderman - Blick,Groceries,996.00,2023-02-17T06:51:54.338Z
4108-3323-7858-3934#2023-12-04T14:17:19.980Z,4108-3323-7858-3934,Price - Jakubowski,Online Retail,1683.00,2023-12-04T14:17:19.980Z
6759-8551-5858-7695-37#2023-01-18T11:20:39.033Z,6759-8551-5858-7695-37,Bogisich - Breitenberg,Online Retail,2008.00,2023-01-18T11:20:39.033Z
6771-8982-8505-4897#2023-06-12T12:34:32.363Z,6771-8982-8505-4897,"Fadel, Cremin and Hackett",Online Retail,742.00,2023-06-12T12:34:32.363Z
6759-0796-5532-2778#2023-10-06T14:06:07.213Z,6759-0796-5532-2778,"Hackett, Kuhn and Feil",Transportation,1291.00,2023-10-06T14:06:07.213Z
3712-222396-40353#2023-01-06T03:00:46.163Z,3712-222396-40353,Wuckert Inc,Fashion,314.00,2023-01-06T03:00:46.163Z
3622-958355-3022#2023-03-27T13:10:20.033Z,3622-958355-3022,Schuppe - Rohan,Food & Drink,468.00,2023-03-27T13:10:20.033Z
6709584741221901#2023-07-29T08:11:02.869Z,6709584741221901,"Batz, Kulas and Upton",Fashion,363.00,2023-07-29T08:11:02.869Z
6304592644194898671#2023-07-30T20:29:10.696Z,6304592644194898671,"Botsford, Kirlin and Dibbert",Food & Drink,493.00,2023-07-30T20:29:10.696Z
6767-9682-1221-7145-134#2023-08-04T02:18:14.423Z,6767-9682-1221-7145-134,"Weissnat, Bauch and Conroy",Transportation,2270.00,2023-08-04T02:18:14.423Z
3559-2533-3952-5473#2023-07-03T10:29:47.596Z,3559-2533-3952-5473,"Price, Kemmer and Moen",Online Retail,1059.00,2023-07-03T10:29:47.596Z
5020-1826-5689-8765#2023-08-06T09:16:00.931Z,5020-1826-5689-8765,Beatty - Morar,Transportation,2850.00,2023-08-06T09:16:00.931Z
6771-8933-7162-5791#2023-06-04T09:15:10.760Z,6771-8933-7162-5791,Robel LLC,Food & Drink,1143.00,2023-06-04T09:15:10.760Z
6771-8910-4597-6103#2023-04-19T12:20:12.189Z,6771-8910-4597-6103,Gleason and Sons,Groceries,1785.00,2023-04-19T12:20:12.189Z
670930649077221272#2023-11-20T00:26:50.158Z,670930649077221272,Adams - Kuvalis,Food & Drink,166.00,2023-11-20T00:26:50.158Z
6304-1600-6826-9242#2023-03-21T11:39:19.764Z,6304-1600-6826-9242,"Boyle, Kemmer and Kautzer",Groceries,614.00,2023-03-21T11:39:19.764Z
4018404235606#2023-06-12T19:27:55.493Z,4018404235606,"Rohan, Altenwerth and Brown",Groceries,228.00,2023-06-12T19:27:55.493Z
3712-952321-83282#2023-04-10T12:12:49.089Z,3712-952321-83282,"Feil, Effertz and Rutherford",Groceries,1798.00,2023-04-10T12:12:49.089Z
6304608533062507740#2023-01-18T13:36:35.562Z,6304608533062507740,"Dickinson, Padberg and Gerlach",Food & Drink,689.00,2023-01-18T13:36:35.562Z
3534-7147-8404-9566#2023-06-15T23:19:06.160Z,3534-7147-8404-9566,"Brakus, Block and MacGyver",Fashion,669.00,2023-06-15T23:19:06.160Z
6304592644194898671#2023-07-26T16:25:57.325Z,6304592644194898671,Keebler - Leannon,Fashion,33.00,2023-07-26T16:25:57.325Z
4259417020409#2023-12-17T14:03:21.400Z,4259417020409,"Rice, Wehner and Wehner",Food & Drink,1920.00,2023-12-17T14:03:21.400Z
6759-6444-1321-2177-95#2023-10-27T18:47:39.755Z,6759-6444-1321-2177-95,Mayert and Sons,Transportation,1801.00,2023-10-27T18:47:39.755Z
5409-0699-1578-7569#2023-10-12T10:04:45.238Z,5409-0699-1578-7569,Wiegand - Hartmann,Food & Drink,437.00,2023-10-12T10:04:45.238Z
3033-340476-3996#2023-01-28T14:47:03.423Z,3033-340476-3996,"Torp, Price and Thiel",Fashion,1888.00,2023-01-28T14:47:03.423Z
6762-5857-0951-4272#2023-04-29T15:29:29.052Z,6762-5857-0951-4272,Spinka - Herman,Fashion,1933.00,2023-04-29T15:29:29.052Z
67596027907644985#2023-05-19T16:08:38.944Z,67596027907644985,Cassin LLC,Food & Drink,1684.00,2023-05-19T16:08:38.944Z
6475-0938-6119-6044#2023-03-13T08:18:02.927Z,6475-0938-6119-6044,Jast Group,Transportation,2487.00,2023-03-13T08:18:02.927Z
6767-8615-7534-3935-091#2023-04-14T12:14:20.980Z,6767-8615-7534-3935-091,Cole LLC,Fashion,1844.00,2023-04-14T12:14:20.980Z
6386-9965-7161-7224#2023-07-08T03:56:07.789Z,6386-9965-7161-7224,"Smitham, McGlynn and Nitzsche",Groceries,2197.00,2023-07-08T03:56:07.789Z
5038143084284465#2023-10-16T10:58:35.171Z,5038143084284465,"Okuneva, Haag and Herman",Transportation,1619.00,2023-10-16T10:58:35.171Z
6771-8925-8004-2277#2023-05-08T16:54:20.753Z,6771-8925-8004-2277,"Cummerata, Lebsack and Lebsack",Online Retail,1271.00,2023-05-08T16:54:20.753Z
630401628517137615#2023-10-01T09:26:59.661Z,630401628517137615,Crona and Sons,Fashion,1436.00,2023-10-01T09:26:59.661Z
6759-4214-8418-7529#2023-03-11T18:58:11.283Z,6759-4214-8418-7529,Sipes - Von,Online Retail,1143.00,2023-03-11T18:58:11.283Z
6759-5907-8721-7038-580#2023-01-10T22:25:37.893Z,6759-5907-8721-7038-580,Bartoletti Inc,Food & Drink,2613.00,2023-01-10T22:25:37.893Z
5893-3061-8774-6714#2023-10-19T18:56:54.705Z,5893-3061-8774-6714,Hackett - Bartoletti,Transportation,2385.00,2023-10-19T18:56:54.705Z
3541-3768-9324-3257#2023-11-21T05:46:52.934Z,3541-3768-9324-3257,Emard - Kuhn,Fashion,1390.00,2023-11-21T05:46:52.934Z
630435369662570272#2023-09-30T11:31:56.217Z,630435369662570272,"Jacobson, Roberts and Wolff",Food & Drink,2881.00,2023-09-30T11:31:56.217Z
6761-0304-6580-7579#2023-07-17T03:18:09.683Z,6761-0304-6580-7579,Moore - Casper,Food & Drink,1438.00,2023-07-17T03:18:09.683Z
5438-0611-7520-2988#2023-12-18T21:48:12.050Z,5438-0611-7520-2988,Koelpin - Roob,Online Retail,1640.00,2023-12-18T21:48:12.050Z
6759-8643-1610-3091#2023-10-22T14:21:55.935Z,6759-8643-1610-3091,Wolf - Abshire,Groceries,260.00,2023-10-22T14:21:55.935Z
6385-4288-9756-0368#2023-05-15T00:36:05.636Z,6385-4288-9756-0368,Treutel LLC,Online Retail,1322.00,2023-05-15T00:36:05.636Z
6771-8921-6605-0322#2023-02-25T23:54:12.994Z,6771-8921-6605-0322,"Stroman, Denesik and Hackett",Fashion,85.00,2023-02-25T23:54:12.994Z
6304608533062507740#2023-04-16T23:49:01.555Z,6304608533062507740,Reinger LLC,Fashion,2001.00,2023-04-16T23:49:01.555Z
5230-1965-1969-4670#2023-11-17T21:10:02.163Z,5230-1965-1969-4670,"Altenwerth, Sawayn and Bednar",Fashion,2415.00,2023-11-17T21:10:02.163Z
5255-3998-7049-1492#2023-02-11T13:06:09.224Z,5255-3998-7049-1492,Douglas and Sons,Online Retail,1515.00,2023-02-11T13:06:09.224Z
5893-8742-1810-1365#2023-09-27T21:48:04.593Z,5893-8742-1810-1365,Lesch LLC,Groceries,1876.00,2023-09-27T21:48:04.593Z
5020041323266428861#2023-03-07T14:30:37.892Z,5020041323266428861,O'Reilly - Schulist,Transportation,376.00,2023-03-07T14:30:37.892Z
6767-6514-3522-1639-170#2023-05-26T17:04:38.300Z,6767-6514-3522-1639-170,Mante Group,Food & Drink,619.00,2023-05-26T17:04:38.300Z
4532672573159#2023-04-27T23:53:43.120Z,4532672573159,Abernathy - Moen,Fashion,1729.00,2023-04-27T23:53:43.120Z
3429-084772-29901#2023-09-03T17:25:55.718Z,3429-084772-29901,Hammes Inc,Food & Drink,1330.00,2023-09-03T17:25:55.718Z
502083055313967498#2023-07-20T22:44:23.774Z,502083055313967498,Ortiz LLC,Food & Drink,385.00,2023-07-20T22:44:23.774Z
6767-3823-1758-1280#2023-03-03T15:52:11.090Z,6767-3823-1758-1280,"Olson, McLaughlin and Tremblay",Fashion,653.00,2023-03-03T15:52:11.090Z
6759-2895-5794-3465-70#2023-09-14T04:09:16.160Z,6759-2895-5794-3465-70,King LLC,Food & Drink,1060.00,2023-09-14T04:09:16.160Z
630435369662570272#2023-09-15T11:45:08.794Z,630435369662570272,"Schimmel, Sanford and Stamm",Groceries,2959.00,2023-09-15T11:45:08.794Z
